production_sku,current_title,proposed_ppp_sku,proposed_ppp_name,your_pack,your_case,ppp_pack,ppp_case,total,text,price_bonus,margin,tier,alt_ppp_sku,collision
VEG-CC-3,Vegware PLA Sipping Lid Fits 96-Series - 96 x 96 x 35mm,C96F-SP,Vegware PLA sipping lid fits 96-Series Compostable (Case of 1000),,67.68,62.09,62.09,6,3,3,3,review,"",""
VEG-GP-350-GN,Vegware Greaseproof Green Tree - 380 x 275mm,VGKSH4,Vegware 380 x 275mm Unbleached Greaseproof Sheet Compostable (Case of 500),,48.59,24.45,24.45,6,6,0,1,review,VGKSH3,DUP
VEG-DEL-RD-16,Vegware PLA Round Deli Container - 118 x 77mm,V3-GLC,Vegware Size 3 PLA Gourmet Lid Compostable,18.7,92.27,17.23,93.59,6,0,6,2,review,"",DUP
VEG-HCX-WH,"Vegware White Fairtrade Sugar Sticks, Wrap",P10002,8oz White PP Sip-Thru Hot Cup Lid (Case of 1000),,19.87,19.69,19.69,6,3,3,0,review,P10003,""
VEG-POT-5-KR-2,Vegware Kraft Portion Pot - 5oz,RLID150P,Vegware Round Kraft Paper Lid (Case of 300),,64.7,54.33,54.33,6,3,3,0,review,VWWTT,""
VEG-DEL-HG-24,Vegware PLA Hinged Lid Deli Container - 147 x 165 x 65mm,VWST65-,Vegware Standard 65mm Kraft Sandwich Wedge Compostable (Case of 500),47.02,83.22,69.17,69.17,6,4,2,1,review,SLID-7X5P,DUP
VEG-BOX-5-2,Vegware No 5 Kraft Takeaway Boxes - 1050ml,RKC-34,Vegware 34 oz Round Kraft Food Container (Case of 300),,49.89,46.92,46.92,6,3,3,0,review,RLID150BP,""
VEG-BOX-5-4,Vegware No 2 Kraft Takeaway Boxes - 1500mm,VWWTT,Vegware Tortilla / Wrap Kraft Carton Compostable (Case of 500),,84.62,74.3,74.3,6,3,3,1,review,SB2,DUP
VEG-DEL-HG-48,Vegware PLA Hinged Lid Deli Container - 182 x 200 x 75mm,VWST75,Vegware Deep Fill 75mm Kraft Sandwich Wedge Compostable (Case of 500),61.48,103.94,79.56,79.56,6,4,2,1,review,VHC-04-case-,""
VEG-BAG-KR,Vegware Kraft Window Bag - 254 x 254mm,SLID-7X5P,"Vegware Rectangle Kraft Paper Lid – Food Container Lid, Compostable",,55.74,53.76,53.76,6,3,3,0,review,RLID150P,DUP
VEG-HCX-CR-5,Vegware 2-Cup Handled Carrier,VHC-02-case-,Vegware 2-Cup Handled Carrier Recyclable/Compostable (Case of 250),,72.94,66.92,66.92,6,3,3,1,review,VHC-04-case-,""
VEG-GP-225-GN,Vegware Greaseproof Sheet Green Tree - 355 x 250mm,VGGSH2-GT,Vegware 350 x 225mm Greaseproof Sheet &#8211; Green Tree Compostable (Case of 1000),,33.15,30.41,30.41,6,3,3,3,review,"",DUP
VEG-HCX-CR-4,Vegware 4-Cup Handled Carrier,VHC-04-case-,Vegware 4-Cup Handled Carrier Recyclable/Compostable (Case of 200),,76.07,69.79,69.79,6,3,3,1,review,VHC-02-case-,""
VEG-SAN-SW-75-KR,Vegware Kraft Deep Fill Sandwich Wedge - 125 x 75 x 125mm,VWWTT,Vegware Tortilla / Wrap Kraft Carton Compostable (Case of 500),,86.72,74.3,74.3,6,3,3,1,review,VWBLMT,DUP
VEG-HCX-BR,"Vegware Brown Fairtrade Sugar Sticks, Wrap",BOX031A,12in Brown Kraft Pizza Box Recyclable/Compostable (Case of 100),,24.32,26.0,26.0,6,3,3,0,review,PLA373,""
VEG-HCX-CR,Vegware Splittable Card Cup Carrier - 192 x 210 x 58mm,VCC-04SP,Vegware Splittable card cup carrier Compostable/Recyclable (Case of 130),,49.92,45.8,45.8,6,3,3,3,review,"",""
VEG-PLT-6,Vegware Regular Platter Box - 2cm,VWPLATS-,Vegware Regular platter box Compostable (Case of 50),,79.38,72.83,72.83,6,3,3,3,review,"",""
VEG-BGG-3,Vegware Window Lid (Size 5),V5-GLW-case-,Vegware Compostable Window Lid (Size 5),,208.92,191.67,191.67,6,3,3,1,review,V4-GLW-case-,""
VEG-BAG-KR-2,Vegware Kraft Window Bag - 216 x 216mm,SKC-24,Vegware 24 oz / 750 ml Square Kraft Food Container (Case of 300),,43.12,45.14,45.14,6,3,3,0,review,SKC-16,""
VEG-BOX,Vegware Large Carry Pack,VWCPL-,Vegware Large Carry Pack Compostable (Case of 125),,86.96,79.78,79.78,5,2,3,2,review,"",""
VEG-BOX-2,Vegware Standard Carry Pack,VWCPS-,Vegware Standard Carry Pack Compostable (Case of 125),,65.75,60.32,60.32,5,2,3,1,review,"",""
VEG-BGT-RC,Vegware Bagasse Rectangular Plate - 260 x 130 x 20mm,V3-GLB,Vegware Size 3 Bagasse Gourmet Lid Compostable,9.8,41.98,7.91,37.86,5,1,4,0,review,V4-GLB,DUP
VEG-BGT-SQ-2,Vegware Bagasse Square Plate - 200 x 200 x 15mm,V3-GLB,Vegware Size 3 Bagasse Gourmet Lid Compostable,9.9,43.15,7.91,37.86,5,1,4,0,review,V4-GLB,DUP
VEG-SUN-RD-45-2,Vegware Round Sticker,VRST45W-case-,"Vegware 45mm Round Write-On Compostable Sticker (Case of 1,000)",,16.8,15.41,15.41,5,2,3,0,review,VRST45-GT-case-,DUP
VEG-GP-225,Vegware Greaseproof Sheet,VGGSH2-,Vegware 350 x 225mm Greaseproof Sheet Compostable (Case of 1920),,32.11,29.46,29.46,5,2,3,0,review,VGGSH2-GT,""
VEG-SUN-CR,Vegware Compostable Medium Carrier,VCB-2-case-,Vegware Medium Compostable Carrier (Case of 500),,94.97,87.13,87.13,5,2,3,1,review,"",""
VEG-BGT-SQ,Vegware Bagasse Square Plate - 260 x 260 x 20mm,V5-GLB,Vegware Gourmet Bagasse Lid (Size 5) Compostable,17.37,67.86,13.35,65.67,5,1,4,1,review,"",DUP
VEG-CTL-3,Vegware Paper Cutlery Kit - 206 x 60mm,VP-KFSWN,Vegware Compostable Paper Cutlery Kit (Case of 250),,40.88,37.5,37.5,5,2,3,2,review,"",""
VEG-CTL-10,Vegware Wood Cutlery Kit - 216 x 57 x 15mm,VT-KFSWN,Vegware Compostable Wooden Cutlery Kit (Case of 250),,24.81,22.76,22.76,5,2,3,2,review,"",""
VEG-CTL-FK-2,"Vegware Wood Fork, Wrapped - 214 x 37 x 6mm",VT-FK6W-case,"Vegware Compostable wooden fork, wrapped (Case of 500)",,27.24,24.99,24.99,5,2,3,0,review,6W200X20X250,""
VEG-BAG-7,Vegware Ovenable Wrap,VOW-GP1-case-,Vegware Ovenable Wrap 11 x 13.5 x 8in Compostable (Case of 500),,95.84,87.93,87.93,5,2,3,2,review,"",""
VEG-SPC-24-GN,"Vegware Soup Container, 115 Series Green Tree - 24oz",SC-G24,"Vegware 24oz Soup Container, 115 Series &#8211; Green Tree Compostable",7.44,56.22,6.83,51.58,22,16,6,4,auto,SC-G16,""
VEG-CUP-SW-16-KR,"Vegware Brown Kraft Single Wall Takeaway Hot Cup, 89 Series - 16oz",KV-16,"Vegware 16oz Single Wall Brown (Kraft) Takeaway Hot Cup, 89 Series Compostable",9.6,76.11,8.81,69.83,22,16,6,4,auto,KV-12,""
VEG-CUP-DW-12-GN-2,"Vegware Double Wall Hot Takeaway Cup, 89 Series Green Tree - 12oz",VDW-12-GT,"Vegware 12oz Double Wall Hot Takeaway Cup, 89 Series &#8211; Green Tree Recyclable/Compostable",7.63,56.66,7.0,51.98,22,16,6,3,auto,LV-12-GT,""
VEG-CUP-DW-12-GN,"Vegware Double Wall Hot Takeaway Cup, 89 Series Green Britain - 12oz",VDW-12GB,"Vegware 12oz Double Wall Hot Takeaway Cup, 89 Series &#8211; Green Britain Compostable",7.63,76.85,7.0,70.5,22,16,6,4,auto,LV-12-GT,""
VEG-CUP-SW-12-KR,"Vegware Brown Kraft Single Wall Takeaway Hot Cup, 89 Series - 12oz",KV-12,"Vegware 12oz Single Wall Brown (Kraft) Takeaway Hot Cup, 89 Series Compostable",8.77,84.44,8.05,77.47,22,16,6,4,auto,KV-10,""
VEG-CUP-SW-12-GN,"Vegware Single Wall Hot Cup, 89 Series Green Tree - 12oz",LV-12-GT,"Vegware 12oz Single Wall Hot Cup, 89 Series &#8211; Green Tree Compostable",9.03,93.13,8.28,85.44,22,16,6,4,auto,LV-16-GT,""
VEG-CUP-SW-16-GN,"Vegware Single Wall Hot Cup, 89 Series Green Tree - 16oz",LV-16-GT,"Vegware 16oz Single Wall Hot Cup, 89 Series &#8211; Green Tree Compostable",9.6,98.09,8.81,89.99,22,16,6,4,auto,LV-12-GT,""
VEG-CUP-SW-4-GN,"Vegware Single Wall Hot Cup, 62 Series Green Tree - 4oz",LV-4-GT,"Vegware 4oz Single Wall Hot Cup, 62 Series &#8211; Green Tree Compostable",4.4,45.16,4.04,41.43,22,16,6,9,auto,LV-FG04,""
VEG-CUP-SW-8-KR,"Vegware Brown Kraft Single Wall Takeaway Hot Cup, 79 Series - 8oz",KV-8,"Vegware 8oz Single Wall Brown (Kraft) Takeaway Hot Cup, 79 Series Compostable",7.32,70.98,6.72,65.12,22,16,6,3,auto,VDW-8,""
VEG-CUP-SW-8-GN,"Vegware Single Wall Hot Cup, 79 Series Green Tree - 8oz",LV-8-GT,"Vegware 8oz Single Wall Hot Cup, 79 Series &#8211; Green Tree Compostable",6.91,58.24,6.34,53.43,22,16,6,3,auto,VDW-8-GT,""
VEG-SPC-8-GN,"Vegware Soup Container, 90 Series Green Tree - 8oz",SC-G08,"Vegware 8oz Soup Container, 90 Series &#8211; Green Tree Compostable",8.07,63.45,7.4,58.21,22,16,6,4,auto,SC-G10,DUP
VEG-CUP-SW-10-KR,"Vegware Brown Kraft Single Wall Takeaway Hot Cup, 89 Series - 10oz",KV-10,"Vegware 10oz Single Wall Brown (Kraft) Takeaway Hot Cup, 89 Series Compostable",8.32,86.15,7.63,79.04,22,16,6,4,auto,KV-12,""
VEG-CUP-SW-4-KR,"Vegware Brown Kraft Single Wall Takeaway Hot Cup, 62 Series - 4oz",KV-4,"Vegware 4oz Single Wall Brown (Kraft) Takeaway Hot Cup, 62 Series Compostable",4.45,45.16,4.08,41.43,22,16,6,9,auto,LV-4,""
VEG-CUP-SW-6-KR,"Vegware Brown Kraft Single Wall Takeaway Hot Cup, 72 Series - 6oz",KV-6,"Vegware 6oz Single Wall Brown (Kraft) Takeaway Hot Cup, 72 Series Compostable",6.38,57.03,5.85,52.32,22,16,6,10,auto,LV-FG06,""
VEG-SPC-10-GN,"Vegware Soup Container, 90 Series Green Tree - 10oz",SC-G10,"Vegware 10oz Soup Container, 90 Series &#8211; Green Tree Compostable",8.83,68.51,8.1,62.85,22,16,6,4,auto,SC-G08,DUP
VEG-SPC-12-GN,"Vegware Soup Container, 115 Series Green Tree - 12oz",SC-G12,"Vegware 12oz Soup Container, 115 Series &#8211; Green Tree Compostable",5.97,47.21,5.48,43.31,22,16,6,4,auto,SC-G24,""
VEG-SPC-16-GN,"Vegware Soup Container, 115 Series Green Tree - 16oz",SC-G16,"Vegware 16oz Soup Container, 115 Series &#8211; Green Tree Compostable",6.9,52.96,6.33,48.59,22,16,6,4,auto,SC-G24,DUP
VEG-CUP-SW-6-GN,"Vegware Single Wall Hot Cup, 72 Series Green Tree - 6oz",LV-6-GT,"Vegware 6oz Single Wall Hot Cup, 72 Series &#8211; Green Tree Compostable",5.73,57.03,5.26,52.32,22,16,6,9,auto,KV-6,""
VEG-CUP-SW-16-WH,"Vegware White Single Wall Takeaway Hot Cup, 89 Series - 16oz",LV-16,"Vegware 16oz Single Wall White Takeaway Hot Cup, 89 Series Compostable",9.6,98.09,8.81,89.99,19,13,6,6,auto,LV-16-GT,""
VEG-CUP-SW-12-WH,"Vegware White Single Wall Takeaway Hot Cup, 89 Series - 12oz",LV-12,"Vegware 12oz Single Wall White Takeaway Hot Cup, 89 Series Compostable",9.06,86.92,8.31,79.74,19,13,6,3,auto,LV-FG12,""
VEG-CUP-SW-6-WH-2,"Vegware White Single Wall Takeaway Hot Cup, 72 Series - 6oz",LV-6,"Vegware 6oz Single Wall White Takeaway Hot Cup, 72 Series Compostable",5.24,57.03,4.81,52.32,19,13,6,4,auto,LV-6S,""
VEG-CUP-SW-4-WH,"Vegware White Single Wall Takeaway Hot Cup, 62 Series - 4oz",LV-4,"Vegware 4oz Single Wall White Takeaway Hot Cup, 62 Series Compostable",4.4,45.16,4.04,41.43,19,13,6,6,auto,LV-4-GT,""
VEG-CUP-SW-6-WH,"Vegware White Single Wall Hot Cup, 79 Series - 6oz",LV-6S,"Vegware 6oz Single Wall White Hot Cup, 79 Series Compostable",5.9,57.03,5.41,52.32,19,13,6,4,auto,LV-8,""
VEG-CUP-DW-8-KR-2,"Vegware Kraft Double Wall Hot Takeaway Cup, 79 Series - 8oz",VDW-8,"Vegware 8oz Double Wall Brown (Kraft) Hot Takeaway Cup, 79 Series Recyclable/Compostable",7.26,49.1,6.66,45.05,19,13,6,3,auto,KV-8,""
VEG-CUP-SW-8-WH,"Vegware White Single Wall Takeaway Hot Cup, 79 Series - 8oz",LV-8,"Vegware 8oz Single Wall White Takeaway Hot Cup, 79 Series Compostable",6.91,70.98,6.34,65.12,19,13,6,6,auto,KV-8,""
VEG-CUP-SW-20-WH,"Vegware White Single Wall Takeaway Hot Cup, 89 Series - 20oz",LV-20,"Vegware 20oz Single Wall White Takeaway Hot Cup, 89 Series Compostable",11.46,87.47,10.51,80.25,19,13,6,6,auto,LV-12,""
VEG-CUP-DW-10-KR,Vegware Brown Kraft Double Wall Hot Cup 89-Series - 10 oz,VDW-10,Vegware 10 oz Double Wall Brown Kraft Hot Cup 89-Series – Compostable,5.78,45.78,5.3,42.0,19,13,6,6,auto,VDW-FG10,""
VEG-BGG-42,Vegware Gourmet Base (Fits Lid 5) - 42oz / 1200ml,V5-GB42,Vegware Compostable Gourmet Base – 42oz / 1200ml (Fits Lid 5),17.13,85.04,15.72,78.02,18,12,6,11,auto,SQR-40,""
VEG-BGG-60,Vegware Gourmet Base (Fits Lid 5) - 60oz / 1800ml,V5-GB60,Vegware Compostable Gourmet Base – 60oz / 1800ml (Fits Lid 5),18.08,97.32,16.59,89.28,18,12,6,11,auto,V3-GLC,DUP
VEG-CUP-SW-10,"Vegware Single Wall Feel Good Takeaway Hot Cup, 89 Series - 10oz",LV-FG10,"Vegware 10oz Single Wall Feel Good Takeaway Hot Cup, 89 Series Compostable",10.5,86.15,9.63,79.04,18,12,6,4,auto,KV-10,DUP
VEG-CUP-SW-12,"Vegware Single Wall Feel Good Takeaway Hot Cup, 89 Series - 12oz",LV-FG12,"Vegware 12oz Single Wall Feel Good Takeaway Hot Cup, 89 Series Compostable",11.24,80.18,10.31,73.56,18,12,6,4,auto,LV-12,""
VEG-CUP-SW-4,"Vegware Single Wall Feel Good Takeaway Hot Cup, 62 Series - 4oz",LV-FG04,"Vegware 4oz Single Wall Feel Good Takeaway Hot Cup, 62 Series Compostable",9.85,45.16,9.04,41.43,18,12,6,5,auto,LV-4,""
VEG-CUP-SW-8,"Vegware Single Wall Feel Good Takeaway Hot Cup, 79 Series - 8oz",LV-FG08,"Vegware 8oz Single Wall Feel Good Takeaway Hot Cup, 79 Series Compostable",10.18,59.67,9.34,54.74,18,12,6,4,auto,KV-8,""
VEG-NAP-33-GN,Vegware 1-Ply Dispenser Napkin Green Tree - 33cm,1D6000-GT,Vegware 33cm 1-Ply Dispenser Napkin &#8211; Green Tree Recyclable/Compostable (Case of 4000),,54.53,50.03,50.03,17,14,3,8,auto,1D6000,""
VEG-CUP-DW-12-WH-2,"Vegware White Double Wall Takeaway Hot Cup, 89 Series - 12oz",VDW-W12,"Vegware 12oz Double Wall White Takeaway Hot Cup, 89 Series, Compostable (Case of 500)",,55.92,51.3,51.3,16,13,3,3,auto,LV-12,""
VEG-BGG-16,Vegware Gourmet Base - 16oz / 500ml,V3-GB16,Vegware 16oz / 500ml Gourmet Base Compostable,13.12,72.46,12.04,66.48,16,10,6,8,auto,KV-16,""
VEG-BGP-SQ,Vegware Bagasse Square 3-Comp Lunch Box - 9in,VB09-3,Vegware 9in Square 3-Comp Bagasse Lunch Box Compostable,25.85,46.85,23.72,42.98,16,10,6,10,auto,P006-SR,""
VEG-NAP-33-WH,Vegware White 2-Ply Napkin - 33cm,9002/226,Vegware 33cm 2-Ply White Napkin Compostable,9.68,41.17,8.88,37.77,16,10,6,6,auto,202000/333,""
VEG-STR-9-GN,Vegware White / Green Paper Bubble Tea Stripe Straw - 12mm x 230mm,PS12-GS,Vegware Bubble Tea Green Stripe 12 mm Paper Straw 9″ – Compostable,13.07,74.61,11.99,68.45,16,10,6,10,auto,PLA372,""
VEG-STR-10-GN,Vegware Paper Jumbissimo Green Stripe Straw - 10mm x 210mm,PS10-GS,"Vegware Jumbissimo Green Stripe 10mm Paper Straw, 7.8in Recyclable/Compostable",6.67,58.5,6.12,53.67,16,10,6,10,auto,C96B-PP,DUP
VEG-STR-6-GN,Vegware Paper Standard Green Stripe Straw - 6mm,PS06-GS,"Vegware Standard Green Stripe 6mm Paper Straw, 7.8in Recyclable/Compostable",13.47,111.95,12.36,102.71,16,10,6,8,auto,PS06H-BLK,""
VEG-CUP-DW-16-WH,"Vegware White Double Wall Takeaway Hot Cup, 89 Series - 16oz",VDW-W16,"Vegware 16oz Double Wall White Takeaway Hot Cup, 89 Series, Compostable (Case of 500)",,58.26,53.45,53.45,16,13,3,3,auto,LV-16,""
VEG-SPC-12,"Vegware Soup Container, 115 Series - 12oz",SC-12,"Vegware 12oz Soup Container, 115 Series Compostable",8.07,46.26,7.4,42.44,16,10,6,2,auto,SC-G12,""
VEG-SPC-6-2,"Vegware Soup Container, 90 Series - 6oz",SC-06,"Vegware 6oz Soup Container, 90 Series Recyclable/Compostable",7.78,73.35,7.14,67.29,16,10,6,4,auto,SC-10,""
VEG-CUP-DW-8-WH-2,"Vegware White Double Wall Takeaway Hot Cup, 79 Series - 8oz",VDW-W08,"Vegware 8oz Double Wall White Takeaway Hot Cup, 79 Series, Compostable (Case of 500)",,49.68,45.58,45.58,16,13,3,3,auto,LV-8,""
VEG-SPC-32,Vegware Soup Container 115 Series - 32oz,SC-32,Vegware 32oz Soup Container 115 Series Compostable,8.55,67.33,7.84,61.77,16,10,6,6,auto,SC-12,""
VEG-CUP-DW-10,Vegware Feel Good Double Wall Hot Cup 89-Series - 10 oz,VDW-FG10,Vegware 10 oz Feel Good Double Wall Hot Cup 89-Series – Compostable,5.78,45.78,5.3,42.0,15,9,6,2,auto,VDW-10,""
VEG-CUP-DW-12-4,"Vegware Gallery Design Double Wall Hot Takeaway Cup, 89-Series - 12oz",VDW-A12,"Vegware 12oz Gallery Design Double Wall Hot Takeaway Cup, 89-Series Compostable",8.38,66.9,7.69,61.38,15,9,6,2,auto,VDW-12GB,""
VEG-CUP-DW-16-3,"Vegware Gallery Design Double Wall Hot Takeaway Cup, 89-Series - 16oz",VDW-A16,"Vegware 16oz Gallery Design Double Wall Hot Takeaway Cup, 89-Series Compostable",10.62,63.22,9.74,58.0,15,9,6,5,auto,V3-GB16,""
VEG-CUP-DW-8-4,"Vegware Gallery Design Double Wall Hot Takeaway Cup, 79-series - 8oz",VDW-A08,"Vegware 8oz Gallery Design Double Wall Hot Takeaway Cup, 79-series Compostable",7.97,64.58,7.31,59.25,15,9,6,3,auto,LV-FG08,""
VEG-NAP-33,Vegware 1-Ply Unbleached Dispenser Napkin (2 Free Dispensers) - 33cm,1D6000,Vegware 33cm 1-Ply Unbleached Dispenser Napkin (2 free dispensers) Compostable,,76.47,5.99,66.99,15,12,3,6,auto,1D6000-GT,""
VEG-DEL-RD-32-2,Vegware PLA Round Deli Outside-Fit Lid (Fits Deli) - 32oz,VDC-120H,Vegware PLA Round Deli Outside-Fit Lid (Fits 8-32oz Deli) Compostable,8.68,43.95,7.96,40.32,15,9,6,6,auto,VKD-193L,""
VEG-BGP-SQ-RD,Vegware Source Reduced Square Lunch Box - 8in,VB08-SR,Vegware 8in Source Reduced Square Lunch Box Compostable,25.85,37.4,23.72,34.31,15,9,6,2,auto,VB08,""
VEG-CC-12-GN,"Vegware PLA Cold Cup, 96 Series Green Tree - 12oz",R360CE-VW,"Vegware 12oz PLA Cold Cup, 96 Series Compostable",12.07,125.18,11.07,114.84,14,8,6,2,auto,LV-12-GT,DUP
VEG-CC-5-2,"Vegware PLA Cold Cup, 76 Series - 5oz",R150Y-VW,"Vegware 5oz PLA Cold Cup, 76 Series Compostable",6.64,115.87,6.09,106.3,14,8,6,2,auto,R150Y,DUP
VEG-CC-5-GN,"Vegware PLA Cold Cup, 76 Series Green Tree - 5oz",R150Y-VW,"Vegware 5oz PLA Cold Cup, 76 Series Compostable",6.56,115.87,6.09,106.3,14,8,6,2,auto,R150Y,DUP
VEG-CC-7,"Vegware PLA Cold Cup, 76 Series - 7oz",R200-VW,"Vegware 7oz PLA Cold Cup, 76 Series Compostable",8.21,67.65,7.53,62.06,14,8,6,4,auto,R280Y,""
VEG-LID-BK,Vegware Black CPLA Hot Cup Lid (Fits 89 Series) - 79 x 79 x 10mm,VLID89SB,Vegware Black CPLA Hot Cup Lid (Fits 89 Series) Compostable,8.11,68.65,7.44,62.98,14,8,6,3,auto,VLID89S,DUP
VEG-CC-FL-2,"Vegware PLA Flat Lid, STRAW SLOT (Fits 96 Series) - 80 x 80 x 20mm",C96F-CH,"Vegware PLA Flat Lid, STRAW SLOT (Fits 96 Series) Compostable",11.51,44.76,10.56,41.06,14,8,6,2,auto,C96F-NH,""
VEG-BWL-KR,"Vegware Kraft Lined Lid with Vents, 185 Series - 185 x 185 x 16mm",VLID185PK,"Vegware PLA Lined Kraft Paper Lid with Vents, 185 Series Compostable",31.57,80.64,28.96,73.98,14,8,6,4,auto,RSC-48,DUP
VEG-NAP-24,Vegware Kraft 2-Ply Unbleached Napkin - 24cm,2S4000/332,Vegware 24cm 2-Ply Unbleached Napkin Compostable,8.55,56.1,7.84,51.47,14,8,6,8,auto,RLID150P,""
VEG-NAP-33-2,Vegware 2-Ply Unbleached Napkin - 33cm,202000/333,Vegware 33cm 2-Ply Unbleached Napkin Compostable,5.43,45.06,4.98,41.34,14,8,6,2,auto,1D6000,""
VEG-NAP-40,Vegware Kraft 2-Ply Unbleached Napkin - 40cm,2L2000/334,Vegware 40cm 2-Ply Unbleached Napkin Compostable,7.15,55.79,6.56,51.18,14,8,6,8,auto,RKC-34,""
VEG-BGT-PL-RD-2,Vegware Bagasse Source-Reduced Plate - 7in,P010-SR,Vegware 7in Source-Reduced Bagasse Plate Compostable,5.72,24.87,5.25,22.82,14,8,6,5,auto,P010-SRNW,""
VEG-CC-DL,"Vegware PLA Dome Lid, STRAW SLOT (Fits 96 Series) - 80 x 80 x 32mm",C96D-OH,"Vegware PLA Dome Lid, STRAW SLOT (Fits 96 Series) Compostable",6.33,54.95,5.81,50.41,14,8,6,2,auto,C96D-NH,""
VEG-CUP-SW-6,"Vegware Single Wall Feel Good Takeaway Hot Cup, 72 Series - 16oz",LV-FG06,"Vegware 6oz Single Wall Feel Good Takeaway Hot Cup, 72 Series Compostable",10.13,45.54,9.81,45.68,14,8,6,4,auto,KV-16,""
VEG-DEL-FL,"Vegware PLA Flat Lid, NO HOLE (Fits 96 Series) - 80 x 80 x 20mm",C96F-NH,"Vegware PLA Flat Lid, NO HOLE (Fits 96 Series) Compostable",11.51,44.76,10.56,41.06,14,8,6,2,auto,C96F-CH,""
VEG-POT-1-2,Vegware PLA Portion Pot Lid (fits 0. Pot) - 1oz,VWPL1,Vegware PLA Portion Pot Lid (fits 0.5-1oz pot) Compostable,4.32,65.92,3.96,60.48,14,8,6,4,auto,VWPP1,""
VEG-BGP-SQ-2,Vegware Bagasse Square Lunch Box - 8in,VB08,Vegware 8in square Bagasse Lunch Box Recyclable Compostable,28.71,41.53,26.34,38.1,14,8,6,2,auto,VB09R,""
VEG-CC-12-5,"Vegware PLA Cold Cup, 96 Series - 12oz",R360CE-VW,"Vegware 12oz PLA Cold Cup, 96 Series Compostable",12.07,125.18,11.07,114.84,14,8,6,3,auto,BEL-12,DUP
VEG-LID-BK-2,Vegware Black CPLA Hot Cup Lid (Fits 79 Series) - 79 x 79 x 10mm,VLID79SB,Vegware Black CPLA Hot Cup Lid (Fits 79 Series) Compostable,6.55,65.23,6.01,59.84,14,8,6,3,auto,VLID79S,""
VEG-BWL-RD-16-KR,Vegware Kraft Round Food Container - 16oz,RKC-16,Vegware 16oz/500ml Round Kraft Food Container,,41.87,38.41,38.41,13,10,3,2,auto,D45024,DUP
VEG-DEL-10,"Vegware PLA Bella Pot, 96-Series - 10oz",BEL-10,"Vegware 10oz PLA Bella pot, 96-Series Compostable",13.39,119.65,12.28,109.77,13,7,6,7,auto,LV-FG10,""
VEG-BWL-RD-16-BK,Vegware Black Round Food Container - 500ml,RBC-16,Vegware 16oz / 500ml Round Black Food Container Compostable,,41.87,38.41,38.41,13,10,3,6,auto,RKC-16,""
VEG-DEL-16,"Vegware PLA Bella Pot, 96-Series - 16oz",BEL-16,"Vegware 16oz PLA Bella pot, 96-Series Compostable",17.57,156.27,16.12,143.37,13,7,6,4,auto,R500CE,""
VEG-POT-5-KR,Vegware Kraft Portion Pot Lid - 2.5oz,VWPLK2.5,Vegware 2.5oz Kraft Paper Portion Pot Lid Compostable,,45.12,41.39,41.39,13,10,3,2,auto,VWPPK2.5,""
VEG-BWL-RD-24-KR,Vegware Kraft Round Food Container - 24oz,RKC-24,Vegware 24oz/750ml Round Kraft Food Container,,47.21,43.31,43.31,13,10,3,4,auto,RKC-34,DUP
VEG-SPC-7,Vegware CPLA Flat Opaque Hot Lid (Fits 115 Series) - 90 x 10mm,VLID115S,Vegware Flat CPLA Opaque Hot Lid (Fits 115 Series) Recyclable/Compostable,14.0,52.68,12.84,48.33,13,7,6,5,auto,V115F,""
VEG-SPC-9,Vegware CPLA Flat Opaque Hot Lid (Fits 90 Series) - 90 x 10mm,VLID90S,Vegware Flat CPLA Opaque Hot Lid (Fits 90 Series) Recyclable/Compostable,9.15,56.14,8.39,51.5,13,7,6,3,auto,SC-G10,""
VEG-BGT-BW-14,Vegware Bagasse Wide Bowl - 14oz,L044,Vegware 14oz Wide Bagasse Bowl Recyclable/Compostable,8.02,34.27,7.36,31.44,13,7,6,6,auto,V3-GLB,""
VEG-STR-8-GN,Vegware Paper Jumbo Green Stripe Straw - 8mm,PS08-GSL,"Vegware Jumbo Green Stripe 8mm Paper Straw, 7.8in Recyclable/Compostable (Case of 3000)",,80.18,73.56,73.56,13,10,3,8,auto,10202.04,""
VEG-POT-4-3,Vegware PLA Portion Pot Lid (fits Pot) - 4oz,CF736,Vegware PLA Portion Pot Lid (fits 2-4oz pot) Compostable,6.41,62.15,5.88,57.02,13,7,6,2,auto,SC-04,""
VEG-SUN-RD-45-GN,Vegware Round Sticker Green Tree (Roll of 1000),VRST45-GT-case-,Vegware 45mm Round Sticker &#8211; Green Tree Compostable (Roll of 1000),,16.8,15.41,15.41,13,10,3,6,auto,VGGSH2-GT,""
VEG-SAN-SW-65-KR,Vegware Kraft Standard Sandwich Wedge - 65mm,VWST65-,Vegware Standard 65mm Kraft Sandwich Wedge Compostable (Case of 500),,75.4,69.17,69.17,13,10,3,7,auto,VWWTT,DUP
VEG-DEL-12,"Vegware PLA Bella Pot, 96-Series - 12oz",BEL-12,"Vegware 12oz PLA Bella pot, 96-Series Compostable",15.04,134.14,13.8,123.06,13,7,6,4,auto,R360CE-VW,""
VEG-DEL-8,"Vegware PLA Bella Pot, 96-Series - 8oz",BEL-08,"Vegware 8oz PLA Bella pot, 96-Series Compostable",11.72,105.1,10.75,96.42,13,7,6,8,auto,CF-DC-08,""
